phi0,phi1,phi2,phi3,phi4,phi5,phi6,classe
0.000124352,1.55E-08,9.38E-14,9.38E-14,8.79E-27,1.17E-17,-8.79E-27,1
0.000125609,1.58E-08,2.33E-13,2.33E-13,5.41E-26,2.92E-17,-5.41E-26,1
0.000130664,1.71E-08,4.95E-13,4.95E-13,2.45E-25,6.46E-17,-2.45E-25,1
0.000133655,1.79E-08,1.28E-14,1.28E-14,1.63E-28,1.71E-18,-1.63E-28,1
0.000132477,1.76E-08,3.64E-14,3.64E-14,1.33E-27,4.82E-18,-1.33E-27,1
0.000128671,1.66E-08,2.56E-14,2.56E-14,6.53E-28,3.29E-18,-6.53E-28,1
0.000137082,1.88E-08,1.18E-12,1.18E-12,1.39E-24,1.62E-16,-1.39E-24,1
0.000127235,1.62E-08,7.78E-13,7.78E-13,6.06E-25,9.90E-17,-6.06E-25,1
0.000131243,1.72E-08,4.85E-13,4.85E-13,2.35E-25,6.37E-17,-2.35E-25,1
0.000135147,1.83E-08,6.18E-14,6.18E-14,3.81E-27,8.35E-18,-3.81E-27,1
0.000122831,1.51E-08,1.63E-14,1.63E-14,2.64E-28,2.00E-18,-2.64E-28,1
0.000140269,1.97E-08,8.68E-13,8.68E-13,7.53E-25,1.22E-16,-7.53E-25,1
0.000121217,1.47E-08,9.97E-14,9.97E-14,9.94E-27,1.21E-17,-9.94E-27,1
0.000122097,1.49E-08,4.46E-14,4.46E-14,1.99E-27,5.44E-18,-1.99E-27,1
0.000151664,2.30E-08,9.65E-14,9.65E-14,9.31E-27,1.46E-17,-9.31E-27,1
0.000121767,1.48E-08,5.51E-14,5.51E-14,3.04E-27,6.71E-18,-3.04E-27,1
0.000130692,1.71E-08,3.04E-14,3.04E-14,9.22E-28,3.97E-18,-9.22E-28,1
0.00012389,1.53E-08,2.03E-13,2.03E-13,4.14E-26,2.52E-17,-4.14E-26,1
0.000130676,1.71E-08,1.53E-13,1.53E-13,2.35E-26,2.00E-17,-2.35E-26,1
0.000132689,1.76E-08,9.77E-13,9.77E-13,9.54E-25,1.30E-16,-9.54E-25,1
0.000130836,1.71E-08,2.04E-14,2.04E-14,4.18E-28,2.68E-18,-4.18E-28,1
0.000133268,1.78E-08,1.28E-12,1.28E-12,1.64E-24,1.70E-16,-1.64E-24,1
0.00013148,1.73E-08,1.25E-13,1.25E-13,1.57E-26,1.65E-17,-1.57E-26,1
0.000128771,1.66E-08,1.03E-13,1.03E-13,1.07E-26,1.33E-17,-1.07E-26,1
0.000133329,1.78E-08,1.08E-13,1.08E-13,1.17E-26,1.44E-17,-1.17E-26,1
0.000126949,1.61E-08,4.21E-13,4.21E-13,1.77E-25,5.34E-17,-1.77E-25,1
0.000130285,1.70E-08,1.21E-13,1.21E-13,1.46E-26,1.57E-17,-1.46E-26,1
0.00013163,1.73E-08,3.61E-13,3.61E-13,1.30E-25,4.75E-17,-1.30E-25,1
0.000124133,1.54E-08,1.27E-13,1.27E-13,1.62E-26,1.58E-17,-1.62E-26,1
0.000129811,1.69E-08,8.09E-13,8.09E-13,6.55E-25,1.05E-16,-6.55E-25,1
0.00013462,1.81E-08,1.83E-14,1.83E-14,3.34E-28,2.46E-18,-3.34E-28,1
0.000128359,1.65E-08,4.20E-14,4.20E-14,1.76E-27,5.39E-18,-1.76E-27,1
0.000125385,1.57E-08,1.94E-13,1.94E-13,3.78E-26,2.44E-17,-3.78E-26,1
0.000138028,1.91E-08,3.56E-13,3.56E-13,1.27E-25,4.92E-17,-1.27E-25,1
0.000122769,1.51E-08,7.46E-14,7.46E-14,5.56E-27,9.16E-18,-5.56E-27,1
0.000140073,1.96E-08,9.09E-13,9.09E-13,8.27E-25,1.27E-16,-8.27E-25,1
0.000133639,1.79E-08,5.84E-14,5.84E-14,3.41E-27,7.81E-18,-3.41E-27,1
0.00013906,1.93E-08,1.65E-12,1.65E-12,2.73E-24,2.30E-16,-2.73E-24,1
0.000122902,1.51E-08,1.85E-15,1.85E-15,3.42E-30,2.27E-19,-3.42E-30,1
0.000134017,1.80E-08,2.44E-14,2.44E-14,5.97E-28,3.28E-18,-5.97E-28,1
0.000129461,1.68E-08,4.36E-13,4.36E-13,1.90E-25,5.65E-17,-1.90E-25,1
0.000125309,1.57E-08,5.93E-14,5.93E-14,3.52E-27,7.44E-18,-3.52E-27,1
0.000125841,1.58E-08,2.80E-13,2.80E-13,7.86E-26,3.53E-17,-7.86E-26,1
0.00011883,1.41E-08,2.47E-16,2.47E-16,6.11E-32,2.94E-20,-6.11E-32,1
0.000130538,1.70E-08,8.20E-13,8.20E-13,6.72E-25,1.07E-16,-6.72E-25,1
0.000139597,1.95E-08,7.89E-15,7.89E-15,6.23E-29,1.10E-18,-6.23E-29,1
0.000132475,1.75E-08,5.27E-13,5.27E-13,2.78E-25,6.98E-17,-2.78E-25,1
0.000121247,1.47E-08,9.01E-14,9.01E-14,8.12E-27,1.09E-17,-8.12E-27,1
0.000132125,1.75E-08,2.51E-13,2.51E-13,6.31E-26,3.32E-17,-6.31E-26,1
0.000129203,1.67E-08,2.74E-15,2.74E-15,7.52E-30,3.54E-19,-7.52E-30,1
0.000121631,1.48E-08,8.65E-14,8.65E-14,7.48E-27,1.05E-17,-7.48E-27,1
0.000128716,1.66E-08,1.06E-15,1.06E-15,1.13E-30,1.37E-19,-1.13E-30,1
0.000120702,1.46E-08,7.67E-14,7.67E-14,5.89E-27,9.26E-18,-5.89E-27,1
0.000135988,1.85E-08,6.57E-14,6.57E-14,4.32E-27,8.93E-18,-4.32E-27,1
0.000126959,1.61E-08,2.58E-14,2.58E-14,6.68E-28,3.28E-18,-6.68E-28,1
0.000132617,1.76E-08,2.34E-13,2.34E-13,5.48E-26,3.10E-17,-5.48E-26,1
0.000136338,1.86E-08,7.94E-13,7.94E-13,6.30E-25,1.08E-16,-6.30E-25,1
0.000133536,1.78E-08,2.43E-13,2.43E-13,5.91E-26,3.25E-17,-5.91E-26,1
0.000124995,1.56E-08,6.99E-15,6.99E-15,4.89E-29,8.74E-19,-4.89E-29,1
0.000146685,2.15E-08,1.33E-14,1.33E-14,1.77E-28,1.95E-18,-1.77E-28,1
0.00013086,1.71E-08,1.34E-17,1.34E-17,1.79E-34,1.75E-21,-1.79E-34,1
0.000127202,1.62E-08,5.28E-16,5.28E-16,2.79E-31,6.72E-20,-2.79E-31,1
0.000141397,2.00E-08,9.99E-13,9.99E-13,9.97E-25,1.41E-16,-9.97E-25,1
0.000139078,1.93E-08,6.67E-13,6.67E-13,4.45E-25,9.28E-17,-4.45E-25,1
0.000138837,1.93E-08,5.80E-14,5.80E-14,3.36E-27,8.05E-18,-3.36E-27,1
0.000135952,1.85E-08,4.38E-13,4.38E-13,1.91E-25,5.95E-17,-1.91E-25,1
0.000118416,1.40E-08,4.18E-14,4.18E-14,1.75E-27,4.95E-18,-1.75E-27,1
0.000135185,1.83E-08,4.84E-13,4.84E-13,2.34E-25,6.55E-17,-2.34E-25,1
0.00013245,1.75E-08,1.17E-13,1.17E-13,1.37E-26,1.55E-17,-1.37E-26,1
0.000133617,1.79E-08,7.51E-16,7.51E-16,5.64E-31,1.00E-19,-5.64E-31,1
0.000141311,2.00E-08,6.11E-13,6.11E-13,3.73E-25,8.63E-17,-3.73E-25,1
0.00012219,1.49E-08,8.48E-14,8.48E-14,7.19E-27,1.04E-17,-7.19E-27,1
0.000135174,1.83E-08,1.24E-13,1.24E-13,1.54E-26,1.68E-17,-1.54E-26,1
0.000126247,1.59E-08,1.14E-14,1.14E-14,1.29E-28,1.44E-18,-1.29E-28,1
0.000133997,1.80E-08,4.57E-14,4.57E-14,2.09E-27,6.12E-18,-2.09E-27,1
0.00013191,1.74E-08,5.64E-13,5.64E-13,3.18E-25,7.44E-17,-3.18E-25,1
0.000142465,2.03E-08,2.28E-13,2.28E-13,5.19E-26,3.25E-17,-5.19E-26,1
0.000133056,1.77E-08,5.65E-14,5.65E-14,3.19E-27,7.52E-18,-3.19E-27,1
0.000125407,1.57E-08,1.50E-13,1.50E-13,2.24E-26,1.88E-17,-2.24E-26,1
0.000130961,1.72E-08,9.58E-14,9.58E-14,9.17E-27,1.25E-17,-9.17E-27,1
0.000135057,1.82E-08,3.17E-15,3.17E-15,1.00E-29,4.28E-19,-1.00E-29,1
0.000130638,1.71E-08,2.12E-13,2.12E-13,4.48E-26,2.76E-17,-4.48E-26,1
0.000130747,1.71E-08,2.25E-13,2.25E-13,5.06E-26,2.94E-17,-5.06E-26,1
0.00012632,1.60E-08,1.24E-17,1.24E-17,1.53E-34,1.56E-21,-1.53E-34,1
0.000129975,1.69E-08,2.39E-13,2.39E-13,5.69E-26,3.10E-17,-5.69E-26,1
0.000131388,1.73E-08,4.14E-15,4.14E-15,1.72E-29,5.45E-19,-1.72E-29,1
0.000124304,1.55E-08,9.97E-14,9.97E-14,9.95E-27,1.24E-17,-9.95E-27,1
0.000129827,1.69E-08,5.76E-15,5.76E-15,3.32E-29,7.48E-19,-3.32E-29,1
0.000132287,1.75E-08,1.67E-13,1.67E-13,2.77E-26,2.20E-17,-2.77E-26,1
0.000129748,1.68E-08,5.76E-15,5.76E-15,3.32E-29,7.48E-19,-3.32E-29,1
0.000122614,1.50E-08,1.47E-13,1.47E-13,2.15E-26,1.80E-17,-2.15E-26,1
0.000124289,1.54E-08,2.27E-13,2.27E-13,5.14E-26,2.82E-17,-5.14E-26,1
0.000127257,1.62E-08,1.88E-13,1.88E-13,3.54E-26,2.39E-17,-3.54E-26,1
0.000131408,1.73E-08,1.01E-14,1.01E-14,1.02E-28,1.33E-18,-1.02E-28,1
0.000129715,1.68E-08,5.54E-14,5.54E-14,3.07E-27,7.19E-18,-3.07E-27,1
0.000167147,2.79E-08,5.15E-13,5.15E-13,2.65E-25,8.60E-17,-2.65E-25,1
0.000134794,1.82E-08,1.06E-14,1.06E-14,1.13E-28,1.43E-18,-1.13E-28,1
0.000131537,1.73E-08,2.24E-13,2.24E-13,5.03E-26,2.95E-17,-5.03E-26,1
0.000138635,1.92E-08,7.37E-13,7.37E-13,5.44E-25,1.02E-16,-5.44E-25,1
0.000128883,1.66E-08,1.11E-13,1.11E-13,1.23E-26,1.43E-17,-1.23E-26,1
0.000126024,1.59E-08,3.17E-13,3.17E-13,1.00E-25,3.99E-17,-1.00E-25,1
0.000124956,1.56E-08,3.81E-14,3.81E-14,1.45E-27,4.76E-18,-1.45E-27,1
0.000128007,1.64E-08,8.03E-15,8.03E-15,6.45E-29,1.03E-18,-6.45E-29,1
0.00012855,1.65E-08,1.36E-14,1.36E-14,1.85E-28,1.75E-18,-1.85E-28,1
0.000123731,1.53E-08,1.98E-13,1.98E-13,3.90E-26,2.44E-17,-3.90E-26,1
0.000141186,1.99E-08,6.39E-15,6.39E-15,4.08E-29,9.02E-19,-4.08E-29,1
0.000140136,1.96E-08,6.73E-13,6.73E-13,4.52E-25,9.43E-17,-4.52E-25,1
0.000128119,1.64E-08,3.06E-14,3.06E-14,9.39E-28,3.93E-18,-9.39E-28,1
0.0001224,1.50E-08,3.09E-13,3.09E-13,9.57E-26,3.79E-17,-9.57E-26,1
0.000129573,1.68E-08,3.33E-13,3.33E-13,1.11E-25,4.31E-17,-1.11E-25,1
0.000125011,1.56E-08,1.05E-13,1.05E-13,1.11E-26,1.31E-17,-1.11E-26,1
0.000120694,1.46E-08,6.62E-14,6.62E-14,4.39E-27,7.99E-18,-4.39E-27,1
0.000131699,1.73E-08,1.01E-13,1.01E-13,1.01E-26,1.32E-17,-1.01E-26,1
0.000128591,1.65E-08,4.43E-13,4.43E-13,1.96E-25,5.70E-17,-1.96E-25,1
0.000135401,1.83E-08,1.30E-14,1.30E-14,1.70E-28,1.76E-18,-1.70E-28,1
0.000131326,1.72E-08,2.05E-14,2.05E-14,4.21E-28,2.69E-18,-4.21E-28,1
0.000124276,1.54E-08,6.63E-14,6.63E-14,4.40E-27,8.24E-18,-4.40E-27,1
0.000125825,1.58E-08,3.00E-14,3.00E-14,9.02E-28,3.78E-18,-9.02E-28,1
0.000122735,1.51E-08,5.67E-15,5.67E-15,3.21E-29,6.96E-19,-3.21E-29,1
0.000120353,1.45E-08,2.80E-15,2.80E-15,7.84E-30,3.37E-19,-7.84E-30,1
0.000132095,1.74E-08,3.67E-13,3.67E-13,1.35E-25,4.84E-17,-1.35E-25,1
0.000131245,1.72E-08,5.48E-13,5.48E-13,3.01E-25,7.20E-17,-3.01E-25,1
0.000123303,1.52E-08,2.92E-14,2.92E-14,8.50E-28,3.60E-18,-8.50E-28,1
0.000122899,1.51E-08,1.04E-13,1.04E-13,1.08E-26,1.28E-17,-1.08E-26,1
0.000131616,1.73E-08,1.87E-13,1.87E-13,3.48E-26,2.46E-17,-3.48E-26,1
0.000134346,1.80E-08,2.56E-13,2.56E-13,6.54E-26,3.43E-17,-6.54E-26,1
0.000127191,1.62E-08,5.15E-13,5.15E-13,2.65E-25,6.55E-17,-2.65E-25,1
0.000126257,1.59E-08,5.95E-14,5.95E-14,3.54E-27,7.51E-18,-3.54E-27,1
0.000147243,2.17E-08,2.53E-12,2.53E-12,6.42E-24,3.73E-16,-6.42E-24,1
0.000125164,1.57E-08,2.67E-13,2.67E-13,7.11E-26,3.34E-17,-7.11E-26,1
0.000124133,1.54E-08,1.23E-13,1.23E-13,1.52E-26,1.53E-17,-1.52E-26,1
0.000124316,1.55E-08,8.18E-14,8.18E-14,6.69E-27,1.02E-17,-6.69E-27,1
0.00013322,1.77E-08,1.44E-13,1.44E-13,2.09E-26,1.92E-17,-2.09E-26,1
0.000122768,1.51E-08,7.74E-14,7.74E-14,6.00E-27,9.51E-18,-6.00E-27,1
0.000126627,1.60E-08,2.99E-13,2.99E-13,8.97E-26,3.79E-17,-8.97E-26,1
0.000127965,1.64E-08,1.54E-13,1.54E-13,2.36E-26,1.96E-17,-2.36E-26,1
0.000126704,1.61E-08,5.51E-14,5.51E-14,3.04E-27,6.98E-18,-3.04E-27,1
0.000121452,1.48E-08,3.30E-14,3.30E-14,1.09E-27,4.01E-18,-1.09E-27,1
0.000134889,1.82E-08,0,0,0,0,0,1
0.000135252,1.83E-08,1.48E-12,1.48E-12,2.18E-24,2.00E-16,-2.18E-24,1
0.000126814,1.61E-08,5.45E-14,5.45E-14,2.97E-27,6.91E-18,-2.97E-27,1
0.000129409,1.67E-08,5.60E-14,5.60E-14,3.14E-27,7.25E-18,-3.14E-27,1
0.000133007,1.77E-08,6.59E-13,6.59E-13,4.34E-25,8.76E-17,-4.34E-25,1
0.0001297,1.68E-08,8.24E-14,8.24E-14,6.79E-27,1.07E-17,-6.79E-27,1
0.000128049,1.64E-08,5.49E-14,5.49E-14,3.02E-27,7.03E-18,-3.02E-27,1
0.000130704,1.71E-08,9.87E-15,9.87E-15,9.74E-29,1.29E-18,-9.74E-29,1
0.00012912,1.67E-08,4.96E-13,4.96E-13,2.46E-25,6.40E-17,-2.46E-25,1
0.000128103,1.64E-08,2.73E-14,2.73E-14,7.46E-28,3.50E-18,-7.46E-28,1
0.000126776,1.61E-08,8.50E-16,8.50E-16,7.23E-31,1.08E-19,-7.23E-31,1
0.000131373,1.73E-08,3.36E-14,3.36E-14,1.13E-27,4.42E-18,-1.13E-27,1
0.000124071,1.54E-08,8.07E-14,8.07E-14,6.51E-27,1.00E-17,-6.51E-27,1
0.000132673,1.76E-08,2.35E-13,2.35E-13,5.52E-26,3.12E-17,-5.52E-26,1
0.000128099,1.64E-08,1.50E-13,1.50E-13,2.24E-26,1.92E-17,-2.24E-26,1
0.000119708,1.43E-08,6.91E-14,6.91E-14,4.78E-27,8.28E-18,-4.78E-27,1
0.000136101,1.85E-08,4.39E-13,4.39E-13,1.93E-25,5.98E-17,-1.93E-25,1
0.00013048,1.70E-08,3.55E-14,3.55E-14,1.26E-27,4.63E-18,-1.26E-27,1
0.000128958,1.66E-08,1.44E-14,1.44E-14,2.08E-28,1.86E-18,-2.08E-28,1
0.0001166,1.36E-08,5.55E-17,5.55E-17,3.08E-33,6.47E-21,-3.08E-33,1
0.000125384,1.57E-08,1.21E-14,1.21E-14,1.47E-28,1.52E-18,-1.47E-28,1
0.000124065,1.54E-08,3.42E-13,3.42E-13,1.17E-25,4.24E-17,-1.17E-25,1
0.000134317,1.80E-08,1.54E-13,1.54E-13,2.38E-26,2.07E-17,-2.38E-26,1
0.000119463,1.43E-08,1.76E-14,1.76E-14,3.09E-28,2.10E-18,-3.09E-28,1
0.000127731,1.63E-08,2.02E-18,2.02E-18,4.09E-36,2.58E-22,-4.09E-36,1
0.000124168,1.54E-08,5.63E-13,5.63E-13,3.17E-25,6.99E-17,-3.17E-25,1
0.000127046,1.61E-08,1.21E-13,1.21E-13,1.48E-26,1.54E-17,-1.48E-26,1
0.000135963,1.85E-08,1.53E-13,1.53E-13,2.34E-26,2.08E-17,-2.34E-26,1
0.000141429,2.00E-08,7.62E-13,7.62E-13,5.81E-25,1.08E-16,-5.81E-25,1
0.000130189,1.69E-08,2.22E-13,2.22E-13,4.92E-26,2.89E-17,-4.92E-26,1
0.00013215,1.75E-08,3.97E-13,3.97E-13,1.58E-25,5.25E-17,-1.58E-25,1
0.000138964,1.93E-08,1.54E-13,1.54E-13,2.38E-26,2.14E-17,-2.38E-26,1
0.00013117,1.72E-08,3.28E-13,3.28E-13,1.08E-25,4.31E-17,-1.08E-25,1
0.000129678,1.68E-08,1.05E-13,1.05E-13,1.10E-26,1.36E-17,-1.10E-26,1
0.000123735,1.53E-08,5.58E-15,5.58E-15,3.12E-29,6.91E-19,-3.12E-29,1
0.000129731,1.68E-08,2.24E-14,2.24E-14,5.03E-28,2.91E-18,-5.03E-28,1
0.000125963,1.59E-08,3.35E-14,3.35E-14,1.12E-27,4.22E-18,-1.12E-27,1
0.000121319,1.47E-08,4.30E-14,4.30E-14,1.85E-27,5.21E-18,-1.85E-27,1
0.000133211,1.77E-08,1.10E-12,1.10E-12,1.21E-24,1.46E-16,-1.21E-24,1
0.000128872,1.66E-08,4.70E-13,4.70E-13,2.21E-25,6.05E-17,-2.21E-25,1
0.00014885,2.22E-08,2.79E-12,2.79E-12,7.77E-24,4.15E-16,-7.77E-24,1
0.000127562,1.63E-08,1.53E-13,1.53E-13,2.34E-26,1.95E-17,-2.34E-26,1
0.000123177,1.52E-08,1.68E-14,1.68E-14,2.83E-28,2.07E-18,-2.83E-28,1
0.000127923,1.64E-08,4.73E-13,4.73E-13,2.24E-25,6.05E-17,-2.24E-25,1
0.000128629,1.65E-08,2.51E-13,2.51E-13,6.31E-26,3.23E-17,-6.31E-26,1
0.000134109,1.80E-08,5.34E-14,5.34E-14,2.85E-27,7.16E-18,-2.85E-27,1
0.000160062,2.56E-08,2.51E-12,2.51E-12,6.28E-24,4.01E-16,-6.28E-24,1
0.000134507,1.81E-08,1.83E-13,1.83E-13,3.35E-26,2.46E-17,-3.35E-26,1
0.000144396,2.09E-08,6.61E-14,6.61E-14,4.37E-27,9.55E-18,-4.37E-27,1
0.000139492,1.95E-08,4.72E-14,4.72E-14,2.23E-27,6.58E-18,-2.23E-27,1
0.000138774,1.93E-08,4.07E-13,4.07E-13,1.66E-25,5.65E-17,-1.66E-25,1
0.000126835,1.61E-08,1.28E-14,1.28E-14,1.65E-28,1.63E-18,-1.65E-28,1
0.00014372,2.07E-08,1.89E-14,1.89E-14,3.59E-28,2.72E-18,-3.59E-28,1
0.000137629,1.89E-08,5.64E-14,5.64E-14,3.19E-27,7.77E-18,-3.19E-27,1
0.000145929,2.13E-08,4.42E-13,4.42E-13,1.95E-25,6.45E-17,-1.95E-25,1
0.000145137,2.11E-08,1.06E-12,1.06E-12,1.12E-24,1.54E-16,-1.12E-24,1
0.00013293,1.77E-08,1.76E-14,1.76E-14,3.10E-28,2.34E-18,-3.10E-28,1
0.000127843,1.63E-08,4.39E-14,4.39E-14,1.93E-27,5.61E-18,-1.93E-27,1
0.000126136,1.59E-08,1.49E-16,1.49E-16,2.23E-32,1.88E-20,-2.23E-32,1
0.000131338,1.72E-08,3.69E-15,3.69E-15,1.36E-29,4.84E-19,-1.36E-29,1
0.000129961,1.69E-08,5.45E-14,5.45E-14,2.97E-27,7.09E-18,-2.97E-27,1
0.000137862,1.90E-08,1.28E-13,1.28E-13,1.64E-26,1.77E-17,-1.64E-26,1
0.00012454,1.55E-08,3.68E-14,3.68E-14,1.35E-27,4.58E-18,-1.35E-27,1
0.000136449,1.86E-08,1.27E-14,1.27E-14,1.62E-28,1.74E-18,-1.62E-28,1
0.000140275,1.97E-08,1.49E-12,1.49E-12,2.22E-24,2.09E-16,-2.22E-24,1
0.000127324,1.62E-08,3.16E-15,3.16E-15,9.98E-30,4.02E-19,-9.98E-30,1
0.000139363,1.94E-08,2.63E-13,2.63E-13,6.89E-26,3.66E-17,-6.89E-26,1
0.000135214,1.83E-08,1.03E-13,1.03E-13,1.07E-26,1.40E-17,-1.07E-26,1
0.00014014,1.96E-08,2.33E-14,2.33E-14,5.44E-28,3.27E-18,-5.44E-28,1
0.00013672,1.87E-08,7.91E-13,7.91E-13,6.25E-25,1.08E-16,-6.25E-25,1
0.000135343,1.83E-08,7.23E-13,7.23E-13,5.23E-25,9.79E-17,-5.23E-25,1
0.000132793,1.76E-08,3.87E-15,3.87E-15,1.50E-29,5.14E-19,-1.50E-29,1
0.000131828,1.74E-08,7.81E-13,7.81E-13,6.10E-25,1.03E-16,-6.10E-25,1
0.000123596,1.53E-08,1.46E-14,1.46E-14,2.13E-28,1.80E-18,-2.13E-28,1
0.000140299,1.97E-08,7.92E-14,7.92E-14,6.27E-27,1.11E-17,-6.27E-27,1
0.000124145,1.54E-08,1.02E-13,1.02E-13,1.05E-26,1.27E-17,-1.05E-26,1
0.000128099,1.64E-08,6.75E-13,6.75E-13,4.56E-25,8.65E-17,-4.56E-25,1
0.000133004,1.77E-08,1.19E-13,1.19E-13,1.41E-26,1.58E-17,-1.41E-26,1
0.000134468,1.81E-08,2.69E-13,2.69E-13,7.24E-26,3.62E-17,-7.24E-26,1
0.000132927,1.77E-08,1.15E-14,1.15E-14,1.31E-28,1.52E-18,-1.31E-28,1
0.00012191,1.49E-08,4.23E-14,4.23E-14,1.79E-27,5.16E-18,-1.79E-27,1
0.000132739,1.76E-08,1.91E-13,1.91E-13,3.65E-26,2.54E-17,-3.65E-26,1
0.000127381,1.62E-08,1.36E-14,1.36E-14,1.84E-28,1.73E-18,-1.84E-28,1
0.00013417,1.80E-08,4.17E-13,4.17E-13,1.74E-25,5.59E-17,-1.74E-25,1
0.000137944,1.90E-08,2.84E-13,2.84E-13,8.07E-26,3.92E-17,-8.07E-26,1
0.000131101,1.72E-08,4.03E-13,4.03E-13,1.62E-25,5.28E-17,-1.62E-25,1
0.000150186,2.26E-08,2.27E-13,2.27E-13,5.15E-26,3.41E-17,-5.15E-26,1
0.000131647,1.73E-08,2.88E-15,2.88E-15,8.27E-30,3.79E-19,-8.27E-30,1
0.000136028,1.85E-08,6.29E-13,6.29E-13,3.95E-25,8.55E-17,-3.95E-25,1
0.000133747,1.79E-08,2.03E-14,2.03E-14,4.11E-28,2.71E-18,-4.11E-28,1
0.000146767,2.15E-08,1.40E-14,1.40E-14,1.97E-28,2.06E-18,-1.97E-28,1
0.000138993,1.93E-08,9.92E-13,9.92E-13,9.84E-25,1.38E-16,-9.84E-25,1
0.000124612,1.55E-08,1.22E-13,1.22E-13,1.48E-26,1.52E-17,-1.48E-26,1
0.000159236,2.54E-08,6.02E-12,6.02E-12,3.63E-23,9.59E-16,-3.63E-23,1
0.000131574,1.73E-08,4.58E-15,4.58E-15,2.10E-29,6.03E-19,-2.10E-29,1
0.000126501,1.60E-08,1.19E-13,1.19E-13,1.41E-26,1.50E-17,-1.41E-26,1
0.000132242,1.75E-08,6.26E-15,6.26E-15,3.92E-29,8.28E-19,-3.92E-29,1
0.000133272,1.78E-08,1.77E-16,1.77E-16,3.13E-32,2.36E-20,-3.13E-32,1
0.000122265,1.49E-08,1.17E-14,1.17E-14,1.36E-28,1.43E-18,-1.36E-28,1
0.000125419,1.57E-08,4.35E-14,4.35E-14,1.89E-27,5.46E-18,-1.89E-27,1
0.000130167,1.69E-08,1.37E-13,1.37E-13,1.86E-26,1.78E-17,-1.86E-26,1
0.000127187,1.62E-08,7.92E-15,7.92E-15,6.28E-29,1.01E-18,-6.28E-29,1
0.00012296,1.51E-08,1.32E-13,1.32E-13,1.76E-26,1.63E-17,-1.76E-26,1
0.000130388,1.70E-08,1.48E-14,1.48E-14,2.18E-28,1.93E-18,-2.18E-28,1
0.00012025,1.45E-08,7.50E-15,7.50E-15,5.63E-29,9.02E-19,-5.63E-29,1
0.000124222,1.54E-08,1.65E-14,1.65E-14,2.71E-28,2.05E-18,-2.71E-28,1
0.000123013,1.51E-08,3.27E-15,3.27E-15,1.07E-29,4.03E-19,-1.07E-29,1
0.000120643,1.46E-08,8.12E-15,8.12E-15,6.60E-29,9.80E-19,-6.60E-29,1
0.000126548,1.60E-08,2.04E-15,2.04E-15,4.16E-30,2.58E-19,-4.16E-30,1
0.000135964,1.85E-08,1.44E-13,1.44E-13,2.06E-26,1.95E-17,-2.06E-26,1
0.000114605,1.31E-08,4.03E-14,4.03E-14,1.63E-27,4.62E-18,-1.63E-27,1
0.000134736,1.82E-08,1.09E-13,1.09E-13,1.20E-26,1.48E-17,-1.20E-26,1
0.000130046,1.69E-08,8.17E-15,8.17E-15,6.67E-29,1.06E-18,-6.67E-29,1
0.000122463,1.50E-08,3.23E-14,3.23E-14,1.04E-27,3.96E-18,-1.04E-27,1
0.000133876,1.79E-08,6.60E-15,6.60E-15,4.35E-29,8.83E-19,-4.35E-29,1
0.00015626,2.44E-08,5.19E-13,5.19E-13,2.69E-25,8.11E-17,-2.69E-25,1
0.000124665,1.55E-08,1.58E-13,1.58E-13,2.49E-26,1.97E-17,-2.49E-26,1
0.00012812,1.64E-08,3.75E-13,3.75E-13,1.41E-25,4.81E-17,-1.41E-25,1
0.000122515,1.50E-08,1.61E-14,1.61E-14,2.59E-28,1.97E-18,-2.59E-28,1
0.000133642,1.79E-08,2.73E-15,2.73E-15,7.46E-30,3.65E-19,-7.46E-30,1
0.000123929,1.54E-08,3.19E-14,3.19E-14,1.02E-27,3.96E-18,-1.02E-27,1
0.000128328,1.65E-08,7.35E-15,7.35E-15,5.41E-29,9.44E-19,-5.41E-29,1
0.000145231,2.11E-08,3.61E-13,3.61E-13,1.30E-25,5.24E-17,-1.30E-25,1
0.000127878,1.64E-08,5.55E-14,5.55E-14,3.08E-27,7.09E-18,-3.08E-27,1
0.00012248,1.50E-08,1.75E-13,1.75E-13,3.07E-26,2.15E-17,-3.07E-26,1
0.000142722,2.04E-08,6.22E-13,6.22E-13,3.87E-25,8.88E-17,-3.87E-25,1
0.000141175,1.99E-08,2.37E-13,2.37E-13,5.60E-26,3.34E-17,-5.60E-26,1
0.000120663,1.46E-08,7.15E-14,7.15E-14,5.11E-27,8.63E-18,-5.11E-27,1
0.000129486,1.68E-08,1.29E-15,1.29E-15,1.68E-30,1.68E-19,-1.68E-30,1
0.000120567,1.45E-08,1.94E-13,1.94E-13,3.75E-26,2.33E-17,-3.75E-26,1
0.000144934,2.10E-08,1.39E-12,1.39E-12,1.92E-24,2.01E-16,-1.92E-24,1
0.000121758,1.48E-08,7.69E-15,7.69E-15,5.91E-29,9.36E-19,-5.91E-29,1
0.000125363,1.57E-08,4.32E-13,4.32E-13,1.87E-25,5.42E-17,-1.87E-25,1
0.000133613,1.79E-08,1.27E-12,1.27E-12,1.62E-24,1.70E-16,-1.62E-24,1
0.000120347,1.45E-08,4.36E-14,4.36E-14,1.90E-27,5.24E-18,-1.90E-27,1
0.000136194,1.85E-08,3.93E-15,3.93E-15,1.55E-29,5.35E-19,-1.55E-29,1
