phi0,phi1,phi2,phi3,phi4,phi5,phi6,classe
0.000154742,2.39E-08,3.41E-12,3.41E-12,1.16E-23,5.27E-16,-1.16E-23,5
0.000135998,1.85E-08,1.21E-13,1.21E-13,1.47E-26,1.65E-17,-1.47E-26,5
0.000160493,2.58E-08,2.14E-12,2.14E-12,4.59E-24,3.44E-16,-4.59E-24,5
0.000146265,2.14E-08,9.81E-15,9.81E-15,9.63E-29,1.44E-18,-9.63E-29,5
0.00014984,2.25E-08,1.22E-12,1.22E-12,1.48E-24,1.82E-16,-1.48E-24,5
0.000157485,2.48E-08,1.42E-12,1.42E-12,2.02E-24,2.24E-16,-2.02E-24,5
0.000165207,2.73E-08,8.89E-15,8.89E-15,7.90E-29,1.47E-18,-7.90E-29,5
0.000136051,1.85E-08,5.76E-13,5.76E-13,3.32E-25,7.83E-17,-3.32E-25,5
0.000141269,2.00E-08,2.11E-13,2.11E-13,4.46E-26,2.98E-17,-4.46E-26,5
0.000145151,2.11E-08,2.25E-12,2.25E-12,5.06E-24,3.27E-16,-5.06E-24,5
0.000138816,1.93E-08,1.47E-14,1.47E-14,2.15E-28,2.03E-18,-2.15E-28,5
0.000167076,2.79E-08,1.08E-12,1.08E-12,1.17E-24,1.81E-16,-1.17E-24,5
0.00013523,1.83E-08,3.00E-13,3.00E-13,9.01E-26,4.06E-17,-9.01E-26,5
0.000151607,2.30E-08,2.92E-13,2.92E-13,8.55E-26,4.43E-17,-8.55E-26,5
0.000158685,2.52E-08,1.15E-14,1.15E-14,1.33E-28,1.83E-18,-1.33E-28,5
0.000141739,2.01E-08,9.68E-14,9.68E-14,9.37E-27,1.37E-17,-9.37E-27,5
0.000130423,1.70E-08,2.66E-14,2.66E-14,7.10E-28,3.47E-18,-7.10E-28,5
0.000141399,2.00E-08,1.16E-14,1.16E-14,1.34E-28,1.64E-18,-1.34E-28,5
0.000131493,1.73E-08,1.35E-16,1.35E-16,1.81E-32,1.77E-20,-1.81E-32,5
0.00014845,2.20E-08,3.22E-13,3.22E-13,1.04E-25,4.78E-17,-1.04E-25,5
0.000150106,2.25E-08,3.27E-13,3.27E-13,1.07E-25,4.91E-17,-1.07E-25,5
0.000133923,1.79E-08,1.26E-12,1.26E-12,1.60E-24,1.69E-16,-1.60E-24,5
0.000132599,1.76E-08,6.18E-14,6.18E-14,3.82E-27,8.19E-18,-3.82E-27,5
0.000173932,3.03E-08,2.48E-13,2.48E-13,6.14E-26,4.31E-17,-6.14E-26,5
0.000134837,1.82E-08,1.31E-13,1.31E-13,1.72E-26,1.77E-17,-1.72E-26,5
0.000131226,1.72E-08,2.02E-14,2.02E-14,4.09E-28,2.65E-18,-4.09E-28,5
0.000135809,1.84E-08,2.52E-13,2.52E-13,6.33E-26,3.42E-17,-6.33E-26,5
0.00013586,1.85E-08,3.47E-13,3.47E-13,1.20E-25,4.71E-17,-1.20E-25,5
0.00015464,2.39E-08,1.83E-13,1.83E-13,3.35E-26,2.83E-17,-3.35E-26,5
0.000139345,1.94E-08,7.22E-14,7.22E-14,5.21E-27,1.01E-17,-5.21E-27,5
0.000144272,2.08E-08,3.61E-13,3.61E-13,1.30E-25,5.21E-17,-1.30E-25,5
0.000142994,2.04E-08,3.75E-15,3.75E-15,1.41E-29,5.36E-19,-1.41E-29,5
0.000146316,2.14E-08,1.14E-12,1.14E-12,1.29E-24,1.66E-16,-1.29E-24,5
0.000146696,2.15E-08,3.01E-13,3.01E-13,9.05E-26,4.41E-17,-9.05E-26,5
0.000146688,2.15E-08,1.21E-12,1.21E-12,1.45E-24,1.77E-16,-1.45E-24,5
0.000135419,1.83E-08,1.18E-13,1.18E-13,1.38E-26,1.59E-17,-1.38E-26,5
0.000149263,2.23E-08,1.03E-13,1.03E-13,1.06E-26,1.54E-17,-1.06E-26,5
0.000151705,2.30E-08,8.41E-13,8.41E-13,7.08E-25,1.28E-16,-7.08E-25,5
0.000135995,1.85E-08,4.41E-13,4.41E-13,1.94E-25,5.99E-17,-1.94E-25,5
0.000158335,2.51E-08,7.69E-13,7.69E-13,5.92E-25,1.22E-16,-5.92E-25,5
0.00015888,2.52E-08,3.07E-13,3.07E-13,9.43E-26,4.88E-17,-9.43E-26,5
0.000139525,1.95E-08,2.03E-13,2.03E-13,4.13E-26,2.84E-17,-4.13E-26,5
0.000142529,2.03E-08,7.08E-13,7.08E-13,5.01E-25,1.01E-16,-5.01E-25,5
0.000137901,1.90E-08,1.53E-13,1.53E-13,2.35E-26,2.12E-17,-2.35E-26,5
0.000146904,2.16E-08,1.69E-13,1.69E-13,2.86E-26,2.49E-17,-2.86E-26,5
0.000130438,1.70E-08,6.03E-15,6.03E-15,3.64E-29,7.87E-19,-3.64E-29,5
0.000131926,1.74E-08,1.38E-13,1.38E-13,1.90E-26,1.82E-17,-1.90E-26,5
0.000136486,1.86E-08,1.35E-13,1.35E-13,1.83E-26,1.85E-17,-1.83E-26,5
0.000129762,1.68E-08,4.60E-14,4.60E-14,2.11E-27,5.97E-18,-2.11E-27,5
0.000141315,2.00E-08,6.50E-13,6.50E-13,4.22E-25,9.18E-17,-4.22E-25,5
0.000134477,1.81E-08,5.68E-13,5.68E-13,3.22E-25,7.63E-17,-3.22E-25,5
0.000138846,1.93E-08,5.43E-14,5.43E-14,2.95E-27,7.54E-18,-2.95E-27,5
0.000139632,1.95E-08,2.64E-14,2.64E-14,6.97E-28,3.69E-18,-6.97E-28,5
0.000162181,2.63E-08,4.15E-13,4.15E-13,1.72E-25,6.73E-17,-1.72E-25,5
0.000135932,1.85E-08,1.74E-13,1.74E-13,3.04E-26,2.37E-17,-3.04E-26,5
0.000156989,2.46E-08,7.16E-13,7.16E-13,5.13E-25,1.12E-16,-5.13E-25,5
0.000158301,2.51E-08,2.39E-13,2.39E-13,5.74E-26,3.79E-17,-5.74E-26,5
0.000132354,1.75E-08,3.60E-15,3.60E-15,1.30E-29,4.77E-19,-1.30E-29,5
0.000132806,1.76E-08,2.24E-14,2.24E-14,5.01E-28,2.97E-18,-5.01E-28,5
0.000138761,1.93E-08,8.32E-13,8.32E-13,6.93E-25,1.15E-16,-6.93E-25,5
0.000145853,2.13E-08,8.26E-15,8.26E-15,6.81E-29,1.20E-18,-6.81E-29,5
0.000142883,2.04E-08,2.77E-15,2.77E-15,7.67E-30,3.96E-19,-7.67E-30,5
0.000141509,2.00E-08,1.84E-14,1.84E-14,3.37E-28,2.60E-18,-3.37E-28,5
0.000141328,2.00E-08,1.05E-13,1.05E-13,1.10E-26,1.48E-17,-1.10E-26,5
0.000161472,2.61E-08,6.45E-13,6.45E-13,4.16E-25,1.04E-16,-4.16E-25,5
0.000156661,2.45E-08,3.92E-15,3.92E-15,1.54E-29,6.14E-19,-1.54E-29,5
0.000142125,2.02E-08,1.72E-12,1.72E-12,2.94E-24,2.44E-16,-2.94E-24,5
0.00013748,1.89E-08,1.06E-13,1.06E-13,1.12E-26,1.45E-17,-1.12E-26,5
0.000143621,2.06E-08,8.13E-15,8.13E-15,6.60E-29,1.17E-18,-6.60E-29,5
0.000134699,1.81E-08,1.49E-12,1.49E-12,2.23E-24,2.01E-16,-2.23E-24,5
0.000143649,2.06E-08,3.36E-13,3.36E-13,1.13E-25,4.83E-17,-1.13E-25,5
0.000151177,2.29E-08,1.57E-13,1.57E-13,2.45E-26,2.37E-17,-2.45E-26,5
0.000136809,1.87E-08,8.99E-17,8.99E-17,8.08E-33,1.23E-20,-8.08E-33,5
0.000141114,1.99E-08,1.80E-13,1.80E-13,3.26E-26,2.55E-17,-3.26E-26,5
0.000152221,2.32E-08,1.40E-12,1.40E-12,1.96E-24,2.13E-16,-1.96E-24,5
0.000145625,2.12E-08,1.72E-12,1.72E-12,2.94E-24,2.50E-16,-2.94E-24,5
0.000144628,2.09E-08,3.07E-12,3.07E-12,9.40E-24,4.43E-16,-9.40E-24,5
0.000149476,2.23E-08,5.07E-13,5.07E-13,2.57E-25,7.57E-17,-2.57E-25,5
0.000153167,2.35E-08,2.51E-13,2.51E-13,6.30E-26,3.84E-17,-6.30E-26,5
0.000157694,2.49E-08,3.20E-12,3.20E-12,1.02E-23,5.05E-16,-1.02E-23,5
0.000160888,2.59E-08,1.30E-12,1.30E-12,1.70E-24,2.10E-16,-1.70E-24,5
0.000130441,1.70E-08,4.54E-14,4.54E-14,2.06E-27,5.92E-18,-2.06E-27,5
0.000142767,2.04E-08,9.83E-14,9.83E-14,9.67E-27,1.40E-17,-9.67E-27,5
0.000158532,2.51E-08,1.99E-13,1.99E-13,3.98E-26,3.16E-17,-3.98E-26,5
0.000134512,1.81E-08,3.32E-13,3.32E-13,1.11E-25,4.47E-17,-1.11E-25,5
0.000152696,2.33E-08,2.78E-13,2.78E-13,7.74E-26,4.25E-17,-7.74E-26,5
0.000145602,2.12E-08,3.32E-12,3.32E-12,1.10E-23,4.84E-16,-1.10E-23,5
0.000129807,1.68E-08,3.04E-13,3.04E-13,9.25E-26,3.95E-17,-9.25E-26,5
0.000134666,1.81E-08,5.90E-14,5.90E-14,3.48E-27,7.94E-18,-3.48E-27,5
0.000171169,2.93E-08,7.29E-13,7.29E-13,5.31E-25,1.25E-16,-5.31E-25,5
0.000142214,2.02E-08,5.20E-13,5.20E-13,2.71E-25,7.40E-17,-2.71E-25,5
0.000184194,3.39E-08,4.24E-12,4.24E-12,1.80E-23,7.81E-16,-1.80E-23,5
0.000131977,1.74E-08,1.07E-13,1.07E-13,1.15E-26,1.41E-17,-1.15E-26,5
0.000146317,2.14E-08,3.75E-12,3.75E-12,1.41E-23,5.49E-16,-1.41E-23,5
0.000160812,2.59E-08,1.15E-13,1.15E-13,1.32E-26,1.84E-17,-1.32E-26,5
0.000155274,2.41E-08,4.60E-14,4.60E-14,2.11E-27,7.14E-18,-2.11E-27,5
0.000139341,1.94E-08,4.93E-14,4.93E-14,2.43E-27,6.87E-18,-2.43E-27,5
0.000138148,1.91E-08,5.85E-14,5.85E-14,3.42E-27,8.08E-18,-3.42E-27,5
0.000135179,1.83E-08,2.05E-12,2.05E-12,4.21E-24,2.77E-16,-4.21E-24,5
0.000138106,1.91E-08,1.24E-12,1.24E-12,1.54E-24,1.71E-16,-1.54E-24,5
0.000143954,2.07E-08,1.82E-12,1.82E-12,3.32E-24,2.62E-16,-3.32E-24,5
0.000141659,2.01E-08,1.41E-12,1.41E-12,1.97E-24,1.99E-16,-1.97E-24,5
0.000140624,1.98E-08,3.94E-13,3.94E-13,1.55E-25,5.54E-17,-1.55E-25,5
0.000133946,1.79E-08,8.49E-13,8.49E-13,7.20E-25,1.14E-16,-7.20E-25,5
0.000147683,2.18E-08,3.93E-13,3.93E-13,1.54E-25,5.80E-17,-1.54E-25,5
0.000146725,2.15E-08,1.71E-16,1.71E-16,2.93E-32,2.51E-20,-2.93E-32,5
0.000137566,1.89E-08,1.77E-14,1.77E-14,3.13E-28,2.43E-18,-3.13E-28,5
0.000158973,2.53E-08,1.85E-12,1.85E-12,3.42E-24,2.94E-16,-3.42E-24,5
0.000137795,1.90E-08,4.38E-13,4.38E-13,1.92E-25,6.04E-17,-1.92E-25,5
0.000167733,2.81E-08,1.00E-13,1.00E-13,1.01E-26,1.69E-17,-1.01E-26,5
0.000134583,1.81E-08,4.93E-13,4.93E-13,2.43E-25,6.64E-17,-2.43E-25,5
0.00016357,2.68E-08,3.31E-14,3.31E-14,1.10E-27,5.42E-18,-1.10E-27,5
0.000154484,2.39E-08,1.13E-12,1.13E-12,1.29E-24,1.75E-16,-1.29E-24,5
0.000140738,1.98E-08,8.53E-13,8.53E-13,7.28E-25,1.20E-16,-7.28E-25,5
0.000138871,1.93E-08,5.12E-14,5.12E-14,2.62E-27,7.11E-18,-2.62E-27,5
0.000126142,1.59E-08,2.46E-14,2.46E-14,6.07E-28,3.11E-18,-6.07E-28,5
0.000154528,2.39E-08,1.53E-14,1.53E-14,2.33E-28,2.36E-18,-2.33E-28,5
0.000138266,1.91E-08,2.73E-13,2.73E-13,7.48E-26,3.78E-17,-7.48E-26,5
0.000147298,2.17E-08,2.21E-14,2.21E-14,4.87E-28,3.25E-18,-4.87E-28,5
0.000122149,1.49E-08,1.01E-13,1.01E-13,1.02E-26,1.23E-17,-1.02E-26,5
0.000136532,1.86E-08,6.18E-14,6.18E-14,3.82E-27,8.44E-18,-3.82E-27,5
0.000144607,2.09E-08,2.49E-13,2.49E-13,6.22E-26,3.61E-17,-6.22E-26,5
0.000147328,2.17E-08,1.35E-12,1.35E-12,1.82E-24,1.99E-16,-1.82E-24,5
0.000146192,2.14E-08,3.86E-14,3.86E-14,1.49E-27,5.65E-18,-1.49E-27,5
0.000147012,2.16E-08,1.30E-12,1.30E-12,1.69E-24,1.91E-16,-1.69E-24,5
0.000153431,2.35E-08,1.80E-12,1.80E-12,3.25E-24,2.77E-16,-3.25E-24,5
0.000182014,3.31E-08,6.26E-12,6.26E-12,3.92E-23,1.14E-15,-3.92E-23,5
0.00015129,2.29E-08,1.55E-12,1.55E-12,2.40E-24,2.34E-16,-2.40E-24,5
0.000169184,2.86E-08,1.79E-12,1.79E-12,3.20E-24,3.03E-16,-3.20E-24,5
0.000171341,2.94E-08,1.21E-12,1.21E-12,1.47E-24,2.08E-16,-1.47E-24,5
0.000163526,2.67E-08,5.52E-14,5.52E-14,3.05E-27,9.03E-18,-3.05E-27,5
0.000148412,2.20E-08,8.50E-15,8.50E-15,7.22E-29,1.26E-18,-7.22E-29,5
0.000165708,2.75E-08,4.23E-14,4.23E-14,1.79E-27,7.00E-18,-1.79E-27,5
0.000164506,2.71E-08,5.17E-13,5.17E-13,2.67E-25,8.50E-17,-2.67E-25,5
0.000155231,2.41E-08,3.90E-12,3.90E-12,1.52E-23,6.05E-16,-1.52E-23,5
0.000132643,1.76E-08,1.42E-13,1.42E-13,2.01E-26,1.88E-17,-2.01E-26,5
0.000165964,2.75E-08,1.74E-16,1.74E-16,3.04E-32,2.89E-20,-3.04E-32,5
0.000165252,2.73E-08,4.74E-15,4.74E-15,2.25E-29,7.84E-19,-2.25E-29,5
0.000166799,2.78E-08,8.53E-13,8.53E-13,7.27E-25,1.42E-16,-7.27E-25,5
0.000149597,2.24E-08,1.02E-12,1.02E-12,1.03E-24,1.52E-16,-1.03E-24,5
0.000129705,1.68E-08,1.04E-13,1.04E-13,1.08E-26,1.35E-17,-1.08E-26,5
0.000131405,1.73E-08,5.72E-13,5.72E-13,3.27E-25,7.52E-17,-3.27E-25,5
0.000139659,1.95E-08,8.38E-13,8.38E-13,7.03E-25,1.17E-16,-7.03E-25,5
0.000142453,2.03E-08,7.12E-13,7.12E-13,5.07E-25,1.01E-16,-5.07E-25,5
0.000122515,1.50E-08,3.46E-15,3.46E-15,1.20E-29,4.24E-19,-1.20E-29,5
0.000154379,2.38E-08,8.42E-13,8.42E-13,7.09E-25,1.30E-16,-7.09E-25,5
0.000134616,1.81E-08,1.37E-14,1.37E-14,1.88E-28,1.85E-18,-1.88E-28,5
0.000149151,2.22E-08,6.80E-13,6.80E-13,4.62E-25,1.01E-16,-4.62E-25,5
0.00014271,2.04E-08,8.42E-15,8.42E-15,7.10E-29,1.20E-18,-7.10E-29,5
0.000143779,2.07E-08,1.39E-13,1.39E-13,1.93E-26,2.00E-17,-1.93E-26,5
0.00016107,2.59E-08,1.34E-12,1.34E-12,1.79E-24,2.15E-16,-1.79E-24,5
0.00013952,1.95E-08,2.86E-13,2.86E-13,8.17E-26,3.99E-17,-8.17E-26,5
0.000137787,1.90E-08,1.35E-13,1.35E-13,1.82E-26,1.86E-17,-1.82E-26,5
0.000144157,2.08E-08,1.39E-12,1.39E-12,1.93E-24,2.00E-16,-1.93E-24,5
0.000153045,2.34E-08,2.33E-14,2.33E-14,5.42E-28,3.56E-18,-5.42E-28,5
0.000136871,1.87E-08,2.63E-15,2.63E-15,6.92E-30,3.60E-19,-6.92E-30,5
0.000164931,2.72E-08,3.44E-12,3.44E-12,1.18E-23,5.67E-16,-1.18E-23,5
0.000148529,2.21E-08,9.55E-13,9.55E-13,9.11E-25,1.42E-16,-9.11E-25,5
0.000138516,1.92E-08,2.38E-13,2.38E-13,5.65E-26,3.29E-17,-5.65E-26,5
0.000159349,2.54E-08,7.86E-13,7.86E-13,6.17E-25,1.25E-16,-6.17E-25,5
0.000146064,2.13E-08,7.14E-14,7.14E-14,5.10E-27,1.04E-17,-5.10E-27,5
0.000147116,2.16E-08,4.43E-13,4.43E-13,1.97E-25,6.52E-17,-1.97E-25,5
0.00015307,2.34E-08,1.80E-12,1.80E-12,3.26E-24,2.76E-16,-3.26E-24,5
0.000141655,2.01E-08,1.02E-16,1.02E-16,1.04E-32,1.44E-20,-1.04E-32,5
0.000158254,2.50E-08,6.64E-13,6.64E-13,4.41E-25,1.05E-16,-4.41E-25,5
0.000144863,2.10E-08,2.69E-12,2.69E-12,7.22E-24,3.89E-16,-7.22E-24,5
0.000137472,1.89E-08,1.87E-14,1.87E-14,3.48E-28,2.57E-18,-3.48E-28,5
0.000131118,1.72E-08,6.93E-14,6.93E-14,4.80E-27,9.09E-18,-4.80E-27,5
0.000136536,1.86E-08,2.52E-13,2.52E-13,6.34E-26,3.44E-17,-6.34E-26,5
0.000152072,2.31E-08,5.92E-13,5.92E-13,3.51E-25,9.01E-17,-3.51E-25,5
0.000138128,1.91E-08,1.17E-13,1.17E-13,1.36E-26,1.61E-17,-1.36E-26,5
0.00013527,1.83E-08,1.71E-13,1.71E-13,2.92E-26,2.31E-17,-2.92E-26,5
0.000164493,2.71E-08,2.32E-12,2.32E-12,5.38E-24,3.82E-16,-5.38E-24,5
0.000150369,2.26E-08,9.79E-13,9.79E-13,9.58E-25,1.47E-16,-9.58E-25,5
0.000159626,2.55E-08,2.07E-12,2.07E-12,4.30E-24,3.31E-16,-4.30E-24,5
0.000142977,2.04E-08,8.34E-13,8.34E-13,6.96E-25,1.19E-16,-6.96E-25,5
0.000155422,2.42E-08,9.98E-13,9.98E-13,9.96E-25,1.55E-16,-9.96E-25,5
0.000172247,2.97E-08,2.12E-12,2.12E-12,4.51E-24,3.66E-16,-4.51E-24,5
0.000138301,1.91E-08,9.23E-13,9.23E-13,8.53E-25,1.28E-16,-8.53E-25,5
0.000133191,1.77E-08,1.17E-12,1.17E-12,1.37E-24,1.56E-16,-1.37E-24,5
0.000140968,1.99E-08,2.35E-13,2.35E-13,5.51E-26,3.31E-17,-5.51E-26,5
0.000142267,2.02E-08,1.18E-12,1.18E-12,1.39E-24,1.68E-16,-1.39E-24,5
0.000152049,2.31E-08,5.06E-13,5.06E-13,2.56E-25,7.69E-17,-2.56E-25,5
0.000128149,1.64E-08,2.57E-13,2.57E-13,6.61E-26,3.29E-17,-6.61E-26,5
0.000148234,2.20E-08,1.56E-12,1.56E-12,2.43E-24,2.31E-16,-2.43E-24,5
0.000161117,2.60E-08,3.41E-12,3.41E-12,1.16E-23,5.49E-16,-1.16E-23,5
0.000127233,1.62E-08,5.16E-15,5.16E-15,2.66E-29,6.57E-19,-2.66E-29,5
0.000130349,1.70E-08,3.24E-13,3.24E-13,1.05E-25,4.22E-17,-1.05E-25,5
0.000144633,2.09E-08,6.25E-13,6.25E-13,3.91E-25,9.05E-17,-3.91E-25,5
0.000144379,2.08E-08,3.21E-14,3.21E-14,1.03E-27,4.64E-18,-1.03E-27,5
0.000128775,1.66E-08,5.83E-13,5.83E-13,3.40E-25,7.51E-17,-3.40E-25,5
0.000170565,2.91E-08,3.21E-12,3.21E-12,1.03E-23,5.48E-16,-1.03E-23,5
0.000146621,2.15E-08,7.72E-13,7.72E-13,5.96E-25,1.13E-16,-5.96E-25,5
0.000144352,2.08E-08,5.35E-13,5.35E-13,2.86E-25,7.72E-17,-2.86E-25,5
0.000137122,1.88E-08,3.38E-13,3.38E-13,1.14E-25,4.64E-17,-1.14E-25,5
0.000145522,2.12E-08,6.52E-14,6.52E-14,4.26E-27,9.49E-18,-4.26E-27,5
0.000134632,1.81E-08,2.75E-13,2.75E-13,7.57E-26,3.70E-17,-7.57E-26,5
0.000130529,1.70E-08,1.06E-13,1.06E-13,1.13E-26,1.39E-17,-1.13E-26,5
0.000141938,2.01E-08,6.94E-15,6.94E-15,4.81E-29,9.85E-19,-4.81E-29,5
0.000170525,2.91E-08,1.31E-11,1.31E-11,1.72E-22,2.23E-15,-1.72E-22,5
0.000157244,2.47E-08,1.08E-12,1.08E-12,1.16E-24,1.70E-16,-1.16E-24,5
0.000151459,2.29E-08,8.93E-14,8.93E-14,7.98E-27,1.35E-17,-7.98E-27,5
0.000130988,1.72E-08,9.37E-13,9.37E-13,8.79E-25,1.23E-16,-8.79E-25,5
0.000132269,1.75E-08,1.11E-13,1.11E-13,1.24E-26,1.47E-17,-1.24E-26,5
0.000182622,3.34E-08,4.88E-12,4.88E-12,2.38E-23,8.92E-16,-2.38E-23,5
0.00014981,2.24E-08,2.73E-12,2.73E-12,7.45E-24,4.09E-16,-7.45E-24,5
0.000145333,2.11E-08,1.95E-13,1.95E-13,3.82E-26,2.84E-17,-3.82E-26,5
0.000128566,1.65E-08,3.39E-14,3.39E-14,1.15E-27,4.35E-18,-1.15E-27,5
0.000142924,2.04E-08,9.32E-14,9.32E-14,8.69E-27,1.33E-17,-8.69E-27,5
0.000143857,2.07E-08,1.08E-18,1.08E-18,1.17E-36,1.55E-22,-1.17E-36,5
0.000139751,1.95E-08,5.32E-14,5.32E-14,2.83E-27,7.44E-18,-2.83E-27,5
0.000128335,1.65E-08,2.87E-15,2.87E-15,8.21E-30,3.68E-19,-8.21E-30,5
0.000160427,2.57E-08,3.34E-12,3.34E-12,1.12E-23,5.36E-16,-1.12E-23,5
0.000150948,2.28E-08,2.45E-13,2.45E-13,6.02E-26,3.70E-17,-6.02E-26,5
0.000141788,2.01E-08,4.37E-13,4.37E-13,1.91E-25,6.19E-17,-1.91E-25,5
0.000134774,1.82E-08,1.90E-13,1.90E-13,3.60E-26,2.56E-17,-3.60E-26,5
0.000136237,1.86E-08,9.69E-16,9.69E-16,9.39E-31,1.32E-19,-9.39E-31,5
0.000142002,2.02E-08,2.68E-14,2.68E-14,7.19E-28,3.81E-18,-7.19E-28,5
0.000143328,2.05E-08,1.10E-13,1.10E-13,1.22E-26,1.58E-17,-1.22E-26,5
0.000145209,2.11E-08,8.35E-14,8.35E-14,6.98E-27,1.21E-17,-6.98E-27,5
0.000133058,1.77E-08,5.39E-14,5.39E-14,2.91E-27,7.18E-18,-2.91E-27,5
0.000142123,2.02E-08,4.10E-14,4.10E-14,1.68E-27,5.82E-18,-1.68E-27,5
0.000157554,2.48E-08,1.28E-13,1.28E-13,1.64E-26,2.02E-17,-1.64E-26,5
0.000146913,2.16E-08,4.29E-14,4.29E-14,1.84E-27,6.30E-18,-1.84E-27,5
0.000143879,2.07E-08,2.27E-13,2.27E-13,5.15E-26,3.27E-17,-5.15E-26,5
0.000154947,2.40E-08,2.13E-12,2.13E-12,4.54E-24,3.30E-16,-4.54E-24,5
0.000150953,2.28E-08,3.64E-15,3.64E-15,1.32E-29,5.49E-19,-1.32E-29,5
0.000147291,2.17E-08,1.70E-13,1.70E-13,2.89E-26,2.51E-17,-2.89E-26,5
0.000154426,2.38E-08,4.86E-13,4.86E-13,2.36E-25,7.51E-17,-2.36E-25,5
0.000143197,2.05E-08,5.84E-14,5.84E-14,3.41E-27,8.37E-18,-3.41E-27,5
0.000130838,1.71E-08,6.56E-15,6.56E-15,4.30E-29,8.58E-19,-4.30E-29,5
0.000137278,1.88E-08,1.81E-13,1.81E-13,3.26E-26,2.48E-17,-3.26E-26,5
0.000157197,2.47E-08,2.74E-13,2.74E-13,7.50E-26,4.30E-17,-7.50E-26,5
0.000141914,2.01E-08,1.06E-13,1.06E-13,1.12E-26,1.50E-17,-1.12E-26,5
0.000141368,2.00E-08,7.43E-14,7.43E-14,5.51E-27,1.05E-17,-5.51E-27,5
0.000135841,1.85E-08,1.67E-12,1.67E-12,2.78E-24,2.27E-16,-2.78E-24,5
0.000134839,1.82E-08,9.71E-14,9.71E-14,9.42E-27,1.31E-17,-9.42E-27,5
0.000134104,1.80E-08,5.14E-13,5.14E-13,2.64E-25,6.89E-17,-2.64E-25,5
0.000142438,2.03E-08,8.16E-13,8.16E-13,6.66E-25,1.16E-16,-6.66E-25,5
0.000141064,1.99E-08,1.42E-13,1.42E-13,2.02E-26,2.00E-17,-2.02E-26,5
0.000131551,1.73E-08,6.43E-13,6.43E-13,4.13E-25,8.45E-17,-4.13E-25,5
0.00014776,2.18E-08,4.42E-14,4.42E-14,1.96E-27,6.54E-18,-1.96E-27,5
0.000144229,2.08E-08,2.17E-16,2.17E-16,4.69E-32,3.12E-20,-4.69E-32,5
0.00012655,1.60E-08,6.78E-14,6.78E-14,4.60E-27,8.58E-18,-4.60E-27,5
0.000140848,1.98E-08,7.87E-13,7.87E-13,6.19E-25,1.11E-16,-6.19E-25,5
0.00014873,2.21E-08,6.65E-14,6.65E-14,4.42E-27,9.88E-18,-4.42E-27,5
0.00012932,1.67E-08,4.13E-13,4.13E-13,1.70E-25,5.34E-17,-1.70E-25,5
0.000147886,2.19E-08,1.03E-12,1.03E-12,1.07E-24,1.53E-16,-1.07E-24,5
0.000144837,2.10E-08,3.14E-12,3.14E-12,9.83E-24,4.54E-16,-9.83E-24,5
0.000135446,1.83E-08,3.58E-14,3.58E-14,1.28E-27,4.84E-18,-1.28E-27,5
0.0001369,1.87E-08,5.14E-13,5.14E-13,2.64E-25,7.04E-17,-2.64E-25,5
0.000147677,2.18E-08,3.50E-13,3.50E-13,1.23E-25,5.17E-17,-1.23E-25,5
0.000146571,2.15E-08,3.14E-12,3.14E-12,9.85E-24,4.60E-16,-9.85E-24,5
0.000147894,2.19E-08,6.57E-13,6.57E-13,4.32E-25,9.72E-17,-4.32E-25,5
0.000139065,1.93E-08,1.42E-13,1.42E-13,2.00E-26,1.97E-17,-2.00E-26,5
0.000149374,2.23E-08,2.54E-14,2.54E-14,6.45E-28,3.79E-18,-6.45E-28,5
0.00013049,1.70E-08,5.68E-13,5.68E-13,3.23E-25,7.41E-17,-3.23E-25,5
0.000151077,2.28E-08,2.28E-12,2.28E-12,5.18E-24,3.44E-16,-5.18E-24,5
0.0001388,1.93E-08,7.39E-15,7.39E-15,5.47E-29,1.03E-18,-5.47E-29,5
0.00013534,1.83E-08,3.33E-16,3.33E-16,1.11E-31,4.51E-20,-1.11E-31,5
0.000136828,1.87E-08,6.98E-13,6.98E-13,4.88E-25,9.55E-17,-4.88E-25,5
0.000144353,2.08E-08,2.01E-13,2.01E-13,4.02E-26,2.90E-17,-4.02E-26,5
0.000157955,2.49E-08,6.10E-13,6.10E-13,3.72E-25,9.64E-17,-3.72E-25,5
0.000161764,2.62E-08,1.57E-12,1.57E-12,2.47E-24,2.54E-16,-2.47E-24,5
0.000143872,2.07E-08,3.41E-13,3.41E-13,1.16E-25,4.91E-17,-1.16E-25,5
0.000157471,2.48E-08,1.79E-12,1.79E-12,3.22E-24,2.83E-16,-3.22E-24,5
0.000131526,1.73E-08,1.21E-13,1.21E-13,1.46E-26,1.59E-17,-1.46E-26,5
0.000161544,2.61E-08,3.86E-12,3.86E-12,1.49E-23,6.23E-16,-1.49E-23,5
0.000129804,1.68E-08,9.66E-15,9.66E-15,9.34E-29,1.25E-18,-9.34E-29,5
0.000133684,1.79E-08,1.43E-14,1.43E-14,2.06E-28,1.92E-18,-2.06E-28,5
0.000134844,1.82E-08,2.60E-16,2.60E-16,6.76E-32,3.51E-20,-6.76E-32,5
0.000137495,1.89E-08,1.02E-14,1.02E-14,1.05E-28,1.41E-18,-1.05E-28,5
0.000134451,1.81E-08,1.23E-12,1.23E-12,1.51E-24,1.65E-16,-1.51E-24,5
